timestamp,episode_batch,avg_raw_reward,avg_shaped_reward,avg_episode_length,success_rate,survival_rate,best_reward,worst_reward,reward_std,exploration_efficiency,total_unique_positions,avg_actor_loss,avg_critic_loss,avg_entropy,avg_clip_fraction,reward_trend,learning_stability,policy_variance
2025-10-14T14:27:10.959487,10,31.47000000000012,15.258650000000022,1632.6,0.7,0.0,81.84000000000077,-10.219999999999827,31.790032400109546,0.06847972559108172,1118,-0.04278408183405797,2.5981212677123646,3.1344462633132935,0.0,-3.246909090909072,0.030497072640790046,8.69061551611594e-09
2025-10-14T14:28:20.127744,20,34.25599999999972,18.439609999999696,1787.5,0.9,0.0,86.35999999999461,-8.229999999999682,28.111595543475367,0.06047552447552447,1081,-0.05834554468817783,3.5874736159052136,3.134365343686306,0.0,-0.364848484848271,0.03435057341692578,1.94381130589581e-08
2025-10-14T14:29:25.024978,30,34.164999999998315,18.686259999998917,1685.2,0.7,0.0,85.78999999999417,-23.560000000000883,38.91740105659508,0.06527415143603132,1100,-0.06400313365216158,3.641719436446414,3.1343487866070805,0.0,3.145515151515122,0.02505173116311343,1.5384993642431513e-08
2025-10-14T14:30:11.017884,40,30.51199999999996,15.203949999999924,1182.0,0.8,0.0,83.86999999999904,-4.319999999999952,27.823299516771694,0.06598984771573604,780,-0.06531110871583223,4.627722269420047,3.1342550885677336,0.0,-2.584484848484821,0.03469415426981634,2.1350456746915822e-08
2025-10-14T14:31:41.388869,50,16.49799999999963,-0.7005000000003804,2332.2,0.6,0.0,76.77999999999686,-8.67999999999986,24.36187915576245,0.04832347140039448,1127,-0.05879014205187559,4.070297631667927,3.1340394508838654,0.0,4.254666666666533,0.03942925497982238,4.4725403496670426e-08
2025-10-14T14:32:57.219719,60,15.393000000000262,0.04162000000015933,1962.4,0.8,0.0,47.960000000003014,-10.739999999999762,20.897601800207052,0.05712392988177741,1121,-0.0505904445797205,3.289277945111971,3.133959048986435,0.0,-3.5125454545455046,0.04566710131657178,2.4160534657369225e-08
2025-10-14T14:34:28.075211,70,38.92600000000006,21.603880000000103,2348.3,0.9,0.0,78.7199999999973,-2.3199999999999945,27.029086999008047,0.04684239662734744,1100,-0.06287081778049469,3.691332407044247,3.134081894159317,0.0,-1.4504242424238878,0.035677223451316485,3.2781263463732554e-08
2025-10-14T14:35:48.204994,80,27.87500000000005,10.271850000000043,2075.2,0.7,0.0,112.47999999999723,-11.009999999999796,35.92524773748911,0.04756168080185043,987,-0.06833070931956171,4.373989508235827,3.134123558998108,0.0,-0.237272727272886,0.027081741119497748,1.2099899157647086e-08
2025-10-14T14:37:13.355679,90,15.985999999999311,-1.2207000000002934,2192.5,0.4,0.0,112.21999999999214,-21.700000000000593,40.433310079683764,0.03895096921322691,854,-0.0748991891182959,3.500087325123604,3.1339375138282777,0.0,3.255636363636224,0.024135170423913,5.16953215878857e-08
2025-10-14T14:39:03.778980,100,29.063999999999986,10.194229999999791,2834.7,0.8,0.0,101.62999999999712,-25.100000000001128,33.05392297443658,0.046883268070695316,1329,-0.07179652962833644,3.391497028071899,3.132398223876953,0.0,-2.2806060606059306,0.029365192396502298,3.0387859553115963e-06
